condition,n_runs,mean,std,ci_low,ci_high
baseline,5,0.9974468085106384,0.0023307342872560294,0.9945528196567734,1.0003407973645033
cleaned,5,0.9974468085106384,0.0023307342872560294,0.9945528196567734,1.0003407973645033
noise_corrected,5,0.9923113293326059,0.0019193018464809814,0.9899282013281445,0.9946944573370673
